fighter,height_cm,reach_cm,weight_kg,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Brad Tavares,185.4,188.0,83.9,Orthodox,38.8,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0.0
Anthony Taylor,170.2,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Taylor,182.9,185.4,77.1,Orthodox,43.7,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1
Louis Taylor,180.3,,83.9,Orthodox,47.4,2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0
Torrance Taylor,170.2,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Taylor,152.4,152.4,52.2,Orthodox,36.9,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
Shawn Teed,195.6,,120.2,Orthodox,34.6,1.4,0.42,13.31,0.21,0.0,0.0,0.0,0.0
J.T Taylor,177.8,,,,,3.17,0.8,3.7,0.26,3.96,1.0,0.0,7.9
James Te Huna,188.0,190.5,83.9,Orthodox,45.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2
John Teixeira,170.2,,65.8,Orthodox,39.8,3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7
Tra Telligman,188.0,,105.7,Orthodox,61.6,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0
Ewerton Teixeira,185.4,,109.8,,44.6,2.0,0.39,3.22,0.35,0.0,0.0,0.33,0.0
Taneisha Tennant,170.2,177.8,65.8,Orthodox,37.3,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0
Glover Teixeira,188.0,193.0,93.0,Orthodox,46.9,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0
Herman Terrado,,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Terrel,172.7,,77.1,Southpaw,48.4,2.62,0.43,2.8,0.48,3.28,0.38,1.0,0.0
David Terrell,185.4,,83.9,Southpaw,48.7,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5
Jeff Terry,188.0,,93.0,,,1.09,0.5,9.27,0.19,0.0,0.0,1.0,0.0
Daniel Teymur,165.1,175.3,65.8,Orthodox,38.6,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
David Teymur,175.3,185.4,70.3,Southpaw,37.4,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0
James Terry,177.8,,77.1,Orthodox,45.5,3.23,0.32,4.77,0.64,3.31,0.36,0.75,0.0
Motonobu Tezuka,170.2,,61.2,Southpaw,39.1,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5
Jason Thacker,177.8,,83.9,Orthodox,51.1,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0
Brandon Thatch,188.0,188.0,77.1,Switch,41.2,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
Elias Theodorou,185.4,190.5,83.9,Orthodox,38.3,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0
Nik Theotikos,,,83.9,Orthodox,,0.0,0.0,5.48,0.19,0.0,0.0,0.0,4.8
Din Thomas,175.3,,70.3,Orthodox,50.0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2
Ryan Thomas,182.9,,77.1,Orthodox,41.9,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2
Joel Thomas ,177.8,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Thomas,175.3,,61.2,Orthodox,45.5,0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3
Paulo Thiago,180.3,188.0,77.1,Orthodox,45.7,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
Treston Thomison,172.7,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Thompson,185.4,188.0,77.1,Orthodox,45.3,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6
Josh Thomson,177.8,180.3,70.3,Orthodox,48.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
James Thompson,195.6,,120.2,Orthodox,47.8,5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3
Oli Thompson,185.4,,109.8,Orthodox,46.7,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5
Josh Thornburg,182.9,,77.1,,42.3,1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0
Stephen Thompson,182.9,190.5,77.1,Orthodox,43.6,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0.0
Simeon Thoresen,185.4,200.7,77.1,Orthodox,42.5,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7
Gleison Tibau,177.8,180.3,70.3,Southpaw,43.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
Chris Tickle,175.3,,70.3,,44.6,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0
Nolan Ticman,167.6,,56.7,Orthodox,38.4,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0
Ryan Tobar,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Tillis,,,65.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Todhunter,182.9,,83.9,Switch,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Till,182.9,188.0,83.9,Southpaw,33.7,2.27,0.46,2.99,0.58,0.54,0.41,0.82,0.0
Dusko Todorovic,185.4,188.0,83.9,Orthodox,32.3,7.45,0.62,5.42,0.46,0.53,0.06,1.0,0.0
Hideo Tokoro,170.2,,61.2,Orthodox,49.1,1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3
Anatoly Tokov,177.8,,83.9,,36.6,3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0
Tyler Toner,172.7,177.8,65.8,Orthodox,43.5,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4
Kazuki Tokudome,180.3,185.4,70.3,Southpaw,39.6,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0
Masanori Tonooka,172.7,,83.9,Orthodox,,0.16,0.05,1.09,0.36,0.0,0.0,0.0,0.0
James Toney,175.3,,99.8,Orthodox,58.1,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0
Ilia Topuria,170.2,175.3,65.8,Orthodox,29.7,2.5,0.45,1.87,0.68,4.25,0.55,1.0,4.2
Carl Toomey,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Torres,172.7,,77.1,Orthodox,48.1,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2
Ronys Torres,170.2,,70.3,Orthodox,51.1,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5
Miguel Torres,175.3,193.0,61.2,Orthodox,45.7,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6
Haven Torres,,,56.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abram Torres,177.8,,77.1,,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Torres,162.6,165.1,56.7,Orthodox,34.1,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0
Alex Torres,177.8,,65.8,Orthodox,38.3,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0
Tecia Torres,154.9,152.4,52.2,Orthodox,37.1,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1
Desmond Torres,167.6,175.3,61.2,Orthodox,29.7,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0
Salim Touahri,177.8,182.9,77.1,Orthodox,37.0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0
Roberto Traven,190.5,,103.0,Orthodox,58.0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0
Minoru Toyonaga,180.3,,88.5,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Trevino,,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dequan Townsend,190.5,200.7,93.0,Orthodox,40.4,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
Bryan Travers,,,70.3,,43.5,2.33,0.48,3.93,0.55,2.0,0.28,0.63,0.0
Francisco Trevino,175.3,177.8,70.3,Orthodox,44.8,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0
Angelo Trevino,180.3,,77.1,Switch,33.3,5.19,0.54,3.9,0.47,0.0,0.0,1.0,0.0
Damien Trites,180.3,,74.8,,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Trigg,175.3,180.3,77.1,Southpaw,54.4,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Michael Trizano,180.3,180.3,70.3,Orthodox,34.7,3.02,0.53,2.11,0.63,0.4,0.5,0.8,0.8
Tor Troeng,188.0,,83.9,Orthodox,43.7,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
Antonio Trocoli,195.6,208.3,93.0,Orthodox,35.8,1.27,0.71,4.56,0.25,3.8,1.0,1.0,3.8
Aaron Trujillo,165.1,,56.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Trinaldo,175.3,177.8,70.3,Southpaw,48.1,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6
Reynaldo Trujillo,175.3,,70.3,,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Tuck,180.3,185.4,70.3,Orthodox,42.1,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0
Arman Tsarukyan,170.2,182.9,70.3,Orthodox,29.9,3.35,0.44,1.43,0.62,3.5,0.35,0.78,0.0
Chris Tuchscherer,188.0,193.0,117.0,Orthodox,51.0,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6
Abel Trujillo,172.7,177.8,70.3,Orthodox,43.0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
Gavin Tucker,167.6,167.6,65.8,Southpaw,40.3,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5
Tom Tuggle,188.0,,113.4,Orthodox,,0.0,0.0,2.14,0.0,32.14,1.0,0.0,0.0
Jumabieke Tuerxun,170.2,,61.2,Orthodox,40.4,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9
Blair Tugman,182.9,,61.2,,,2.25,0.53,0.93,0.5,7.5,0.6,0.0,0.0
Tai Tuivasa,188.0,190.5,119.7,Southpaw,33.5,4.38,0.5,3.44,0.5,0.0,0.0,0.46,0.0
Teila Tuli,182.9,,195.0,Orthodox,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zubaira Tukhugov,172.7,172.7,65.8,Orthodox,35.7,2.54,0.38,2.53,0.63,2.54,0.46,1.0,0.0
Albert Tumenov,180.3,185.4,77.1,Orthodox,34.7,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0
Ricky Turcios,175.3,180.3,61.2,Orthodox,33.3,7.33,0.37,4.07,0.64,0.0,0.0,0.0,0.0
Wellington Turman,182.9,182.9,83.9,Orthodox,30.2,2.75,0.42,3.71,0.45,2.63,0.35,1.0,0.9
Jalin Turner,190.5,195.6,70.3,Southpaw,31.4,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8
Courtney Turner,188.0,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Uda,190.5,,83.9,Orthodox,42.1,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0
Marcin Tybura,190.5,198.1,112.9,Orthodox,40.9,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1
Austin Tweedy,175.3,,70.3,Orthodox,36.0,4.29,0.66,6.43,0.0,0.0,0.0,0.0,0.0
Ryuki Ueyama,180.3,,81.6,Southpaw,50.4,0.13,0.21,1.4,0.46,0.5,1.0,0.0,1.5
Christian Uflacker,180.3,,77.1,,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Uhrich,182.9,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Ulberg,193.0,195.6,93.0,Orthodox,35.9,15.07,0.62,8.6,0.47,0.0,0.0,1.0,0.0
Tagir Ulanbekov,170.2,177.8,56.7,Southpaw,35.1,3.07,0.37,3.13,0.58,5.0,0.45,0.5,0.0
Zach Underwood,188.0,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gasan Umalatov,180.3,180.3,77.1,Orthodox,44.0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0
Jeremy Umphries,,,72.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caol Uno,170.2,177.8,70.3,Southpaw,51.4,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Kengo Ura,175.3,,74.8,,45.3,1.05,0.37,2.38,0.48,2.85,0.28,0.5,1.4
Hector Urbina,180.3,185.4,77.1,Orthodox,39.0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
Elias Urbina,190.5,195.6,83.9,Southpaw,33.0,3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0
Nick Urso,167.6,167.6,56.7,Southpaw,41.0,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0
Yasuhiro Urushitani,165.1,,56.7,Southpaw,50.0,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0
Kamaru Usman,182.9,193.0,77.1,Switch,39.4,4.66,0.54,2.33,0.58,3.22,0.47,1.0,0.1
Darren Uyenoyama,167.6,165.1,56.7,Orthodox,46.9,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
Charlie Valencia,160.0,162.6,61.2,Orthodox,51.9,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5
Richie Vaculik,167.6,175.3,56.7,Orthodox,43.3,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0
Victor Valenzuela,177.8,,70.3,,,1.28,1.0,2.55,0.0,0.0,0.0,0.0,0.0
Egidijus Valavicius,182.9,,90.7,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timur Valiev,167.6,170.2,65.8,Orthodox,36.7,5.5,0.71,1.55,0.56,2.73,0.66,0.5,0.0
Victor Valimaki,182.9,,93.0,Orthodox,,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0
Andrew Valladerez,,,61.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Vallie-Flagg,172.7,177.8,70.3,Orthodox,48.5,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0
Matt Van Buren,195.6,,93.0,,40.3,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0
Mike van Arsdale,188.0,,93.0,Switch,61.3,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0
Brianna Van Buren,152.4,157.5,52.2,Southpaw,33.1,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0
Ron van Clief,177.8,,86.2,Orthodox,83.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd Van Dams,185.4,,108.9,Southpaw,54.6,0.0,0.0,3.01,0.15,0.0,0.0,0.0,0.0
Chad Vance,182.9,,83.9,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Vanderaa,193.0,203.2,117.9,Orthodox,34.4,2.75,0.52,5.19,0.33,1.15,1.0,0.0,0.0
Austin Vanderford,180.3,,77.1,Orthodox,36.5,3.9,0.52,5.19,0.45,0.0,0.0,1.0,1.9
Lando Vannata,175.3,180.3,70.3,Orthodox,34.5,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4
Paul Varelans,203.2,,136.1,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paige VanZant,162.6,165.1,52.2,Orthodox,32.5,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0
Kazula Vargas,172.7,180.3,70.3,Southpaw,41.1,1.84,0.49,1.16,0.54,0.79,0.33,0.25,0.0
Jamie Varner,172.7,180.3,70.3,Orthodox,41.9,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8
Linton Vassell,193.0,,93.0,,43.3,3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0
Guilherme Vasconcelos,182.9,,83.9,Orthodox,40.5,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0
Yuri Vaulin,193.0,,89.4,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Vaughan,167.6,,70.3,,42.8,0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.0
Javier Vazquez,170.2,175.3,65.8,Southpaw,49.2,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5
Manny Vazquez,177.8,182.9,56.7,Orthodox,32.8,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0
Matt Veach,180.3,,70.3,Orthodox,45.3,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5
Joe Vedepo,182.9,,83.9,Orthodox,,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0
Kelly Velasco,175.3,,61.2,Orthodox,31.3,2.27,0.35,5.67,0.47,0.0,0.0,1.0,0.0
David Velasquez,165.1,,65.8,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luigi Vendramini,172.7,185.4,77.1,Orthodox,30.7,2.26,0.42,2.26,0.59,0.0,0.0,0.0,2.0
Bojan Velickovic,182.9,193.0,77.1,Southpaw,37.8,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5
Cain Velasquez,185.4,195.6,108.9,Orthodox,44.2,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4
Karlos Vemola,182.9,190.5,83.9,Orthodox,41.2,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7
Jerrel Venetiaan,185.4,,88.5,Orthodox,55.5,0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0
Scott Ventimiglia,180.3,,83.9,,53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerry Vera,170.2,,61.2,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Vera,190.5,198.1,104.3,Orthodox,49.0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2
Joe Veres,170.2,,70.3,Orthodox,48.9,0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0
Ernie Verdicia,180.3,,90.3,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Vera,172.7,177.8,61.2,Switch,33.8,3.65,0.49,3.95,0.52,0.78,0.37,0.7,1.1
Renato Verissimo,185.4,,77.1,Orthodox,53.1,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5
Bryan Vetell,190.5,,120.2,Southpaw,49.2,2.74,0.6,2.13,0.41,0.0,0.0,0.0,0.0
Marvin Vettori,182.9,188.0,83.9,Southpaw,33.0,4.78,0.45,3.19,0.66,1.33,0.45,0.78,0.8
Hugo Viana,167.6,170.2,61.2,Orthodox,44.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0
Guilherme Viana,193.0,,93.0,,,2.92,0.4,2.72,0.59,1.2,0.66,0.77,0.0
Vitor Vianna,,,93.0,Orthodox,,3.1,0.3,8.28,0.52,0.0,0.0,0.0,0.0
Polyana Viana,165.1,170.2,52.2,Orthodox,34.3,3.71,0.41,3.01,0.54,1.12,0.33,0.5,3.4
James Vick,190.5,193.0,70.3,Orthodox,39.6,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7
Ketlen Vieira,172.7,172.7,61.2,Orthodox,35.1,2.66,0.36,3.84,0.53,2.19,0.48,0.92,0.5
Milton Vieira,182.9,,65.8,Orthodox,48.0,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7
Reginaldo Vieira,170.2,165.1,61.2,Orthodox,43.8,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8
Steve Vigneault,177.8,,83.9,Orthodox,48.6,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0
Rodolfo Vieira,182.9,185.4,83.9,Orthodox,37.0,1.66,0.42,3.06,0.42,7.0,0.47,0.0,1.6
DeMarco Villalona,175.3,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Villalobos,170.2,,65.8,,46.9,3.93,0.46,4.07,0.67,1.0,0.5,0.0,0.0
Ruben Villareal,193.0,,120.2,Orthodox,56.4,5.18,0.53,4.86,0.35,0.0,0.0,0.0,0.0
Gian Villante,190.5,193.0,104.3,Orthodox,41.1,4.39,0.43,5.48,0.55,0.46,0.23,0.83,0.0
Ike Villanueva,185.4,185.4,102.1,Orthodox,42.5,3.62,0.4,6.93,0.37,0.0,0.0,0.0,0.0
Armando Villarreal,170.2,167.6,61.2,Southpaw,37.1,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0
Pablo Villaseca,170.2,,70.3,,39.7,2.79,0.42,3.25,0.65,2.5,0.5,0.33,0.0
Joey Villasenor,182.9,,83.9,Orthodox,50.9,2.05,0.38,3.26,0.52,0.71,0.4,0.53,1.1
Yuri Villefort,182.9,185.4,77.1,Orthodox,35.5,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3
Danillo Villefort,185.4,,83.9,Orthodox,43.4,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7
Marcos Vinicius,175.3,,56.7,Orthodox,46.8,1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5
Brandon Visher,167.6,172.7,61.2,Orthodox,42.4,2.55,0.45,3.76,0.42,0.67,0.2,0.0,0.0
Falaniko Vitale,177.8,,83.9,Orthodox,52.2,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0
Bobby Voelker,182.9,188.0,77.1,Orthodox,47.4,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0
Alexander Volkanovski,167.6,180.3,65.8,Orthodox,38.0,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3
Jacob Volkmann,175.3,180.3,70.3,Southpaw,46.0,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0
Alexander Volkov,200.7,203.2,113.4,Orthodox,37.9,4.88,0.59,2.48,0.56,0.66,0.7,0.66,0.2
Jason Von Flue,182.9,,77.1,Orthodox,51.1,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5
Milco Voorn,,,99.8,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mark Vorgeas,177.8,,61.2,,,3.87,0.32,4.19,0.51,0.0,0.0,0.5,0.8
James Wade,177.8,,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Wain,177.8,,109.8,Orthodox,,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0
Igor Vovchanchyn,172.7,,93.0,Orthodox,53.1,1.59,0.49,0.97,0.63,1.19,0.66,0.5,0.5
Chris Wade,177.8,177.8,70.3,Orthodox,39.0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1
TJ Waldburger,180.3,190.5,77.1,Orthodox,38.4,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8
Chase Waldon,185.4,190.5,83.9,Orthodox,40.0,1.03,0.28,6.72,0.38,7.76,0.33,0.0,0.0
Andre Walker,180.3,,93.0,Southpaw,,2.28,0.31,4.36,0.34,0.0,0.0,0.0,0.0
Herschel Walker,185.4,,97.5,Orthodox,64.6,3.42,0.67,0.45,0.46,1.94,1.0,1.0,0.0
Donny Walker,175.3,,61.2,,46.7,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7
Rodney Wallace,175.3,182.9,93.0,Switch,44.8,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0
Ben Wall,177.8,,70.3,Orthodox,37.5,1.47,0.29,8.53,0.29,0.0,0.0,1.0,0.0
Crafton Wallace,182.9,,83.9,Orthodox,50.9,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0
Johnny Walker,198.1,208.3,93.0,Orthodox,34.5,4.41,0.72,3.51,0.31,0.4,1.0,0.6,1.2
Jeremy Wallace,175.3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wallace,177.8,175.3,70.3,Orthodox,33.8,0.52,0.28,3.41,0.35,0.0,0.0,0.0,0.0
Randall Wallace,180.3,185.4,83.9,Orthodox,37.6,1.13,0.38,4.11,0.45,2.13,0.5,0.0,0.0
Jim Wallhead,177.8,,77.1,Orthodox,42.5,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0
Cory Walmsley,182.9,,93.0,Orthodox,,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0
Richard Walsh,182.9,185.4,77.1,Orthodox,37.8,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2
Erick Wanderlei,185.4,,93.0,Orthodox,,0.63,0.41,2.66,0.4,3.8,0.66,0.0,1.9
Patrick Walsh,180.3,,83.9,,37.8,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5
Dimitiri Wanderley,,,93.0,Orthodox,,0.92,0.25,4.31,0.3,1.16,0.2,0.0,0.0
Andy Wang,167.6,,70.3,Orthodox,49.3,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0
Sai Wang,182.9,,77.1,Southpaw,40.7,3.17,0.46,2.27,0.53,0.0,0.0,0.77,0.0
Anying Wang,182.9,,77.1,Orthodox,35.5,1.32,0.26,1.63,0.44,0.0,0.0,0.33,0.0
Curt Warburton,182.9,185.4,70.3,Orthodox,,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9
Brennan Ward,177.8,180.3,77.1,,38.2,7.2,0.6,2.76,0.52,0.0,0.0,1.0,3.6
Charlie Ward,180.3,,77.1,Orthodox,45.8,1.64,0.19,7.21,0.53,0.0,0.0,0.0,0.0
Terrion Ware,172.7,180.3,61.2,Orthodox,40.5,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0
Joe Warren,167.6,,61.2,Orthodox,49.9,2.15,0.46,2.39,0.52,6.14,0.46,0.6,0.0
Brian Warren,182.9,,83.9,Orthodox,,1.16,0.21,4.63,0.57,0.0,0.0,0.0,0.0
Merritt Warren,177.8,,70.3,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idris Wasi,182.9,,84.4,,36.8,0.4,0.31,3.53,0.46,0.0,0.0,0.2,0.0
Kengo Watanabe,193.0,,99.8,Orthodox,50.6,0.6,0.4,3.4,0.35,1.0,1.0,0.37,0.0
Andy Waters,182.9,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ron Waterman,188.0,,127.0,Orthodox,60.8,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8
Dominic Waters,185.4,200.7,77.1,Orthodox,37.5,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0
Sam Watford,,,70.3,,,0.13,0.18,0.73,0.62,2.0,0.4,0.6,1.0
Michelle Waterson,160.0,157.5,52.2,Orthodox,40.7,3.58,0.49,4.0,0.49,1.52,0.34,0.67,0.9
Blake Watkins,,,83.9,,,5.45,0.62,7.64,0.61,0.0,0.0,0.0,0.0
Kyle Watson,182.9,,70.3,Southpaw,47.1,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0
Maka Watson,,,70.3,,42.0,0.93,0.37,1.6,0.22,2.0,1.0,0.33,0.0
Walel Watson,180.3,190.5,61.2,Orthodox,42.2,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4
Tom Watson,185.4,185.4,83.9,Orthodox,44.2,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0
Enrique Watson,,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brok Weaver,182.9,185.4,70.3,Southpaw,34.8,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4
